³¯Â¥,PM10,PM2.5
20200304,44.0,33.0
20200305,34.0,24.0
20200306,42.0,27.0
20200307,55.0,40.0
20200308,61.0,47.0
20200309,61.0,45.0
20200310,33.0,24.0
20200311,35.0,10.0
20200312,36.0,13.0
20200313,34.0,12.0
20200314,38.0,20.0
20200315,42.0,15.0
20200316,22.0,8.0
20200317,50.0,24.0
20200318,57.0,35.0
20200319,63.0,23.0
20200320,45.0,7.0
20200321,58.0,19.0
20200322,42.0,17.0
20200323,53.0,28.0
20200324,60.0,35.0
20200325,53.0,30.0
20200326,51.0,32.0
20200327,42.0,20.0
20200328,35.0,5.0
20200329,39.0,15.0
20200330,53.0,28.0
20200331,54.0,27.0
20200401,76.0,33.0
20200402,38.0,22.0
20200403,57.0,33.0
20200404,75.0,30.0
20200405,50.0,18.0
20200406,57.0,20.0
20200407,65.0,27.0
20200408,46.0,15.0
20200409,48.0,20.0
20200410,42.0,23.0
20200411,39.0,21.0
20200412,28.0,16.0
20200413,20.0,7.0
20200414,53.0,27.0
20200415,68.0,40.0
20200416,53.0,29.0
20200417,35.0,20.0
20200418,25.0,13.0
20200419,24.0,14.0
20200420,14.0,8.0
20200421,51.0,11.0
20200422,56.0,8.0
20200423,44.0,11.0
20200424,42.0,12.0
20200425,63.0,23.0
20200426,30.0,11.0
20200427,35.0,15.0
20200428,39.0,17.0
20200429,52.0,29.0
20200430,38.0,19.0
20200501,49.0,30.0
20200502,47.0,28.0
20200503,27.0,17.0
20200504,38.0,18.0
20200505,38.0,20.0
20200506,36.0,18.0
20200507,28.0,9.0
20200508,27.0,11.0
20200509,13.0,8.0
20200510,33.0,26.0
20200511,124.0,36.0
20200512,47.0,19.0
20200513,34.0,10.0
20200514,45.0,12.0
20200515,29.0,12.0
20200516,26.0,19.0
20200517,44.0,34.0
20200518,39.0,28.0
20200519,14.0,7.0
20200520,6.0,2.0
20200521,19.0,10.0
20200522,37.0,25.0
20200523,44.0,32.0
20200524,24.0,19.0
20200525,32.0,25.0
20200526,35.0,26.0
20200527,21.0,13.0
20200528,28.0,19.0
20200529,35.0,22.0
20200530,37.0,25.0
20200531,39.0,30.0
20200501,49.0,30.0
20200502,47.0,28.0
20200503,27.0,17.0
20200504,38.0,18.0
20200505,38.0,20.0
20200506,36.0,18.0
20200507,28.0,9.0
20200508,27.0,11.0
20200509,13.0,8.0
20200510,33.0,26.0
20200511,124.0,36.0
20200512,47.0,19.0
20200513,34.0,10.0
20200514,45.0,12.0
20200515,29.0,12.0
20200516,26.0,19.0
20200517,44.0,34.0
20200518,39.0,28.0
20200519,14.0,7.0
20200520,6.0,2.0
20200521,19.0,10.0
20200522,37.0,25.0
20200523,44.0,32.0
20200524,24.0,19.0
20200525,32.0,25.0
20200526,35.0,26.0
20200527,21.0,13.0
20200528,28.0,19.0
20200529,35.0,22.0
20200530,37.0,25.0
20200531,39.0,30.0
20200601,19.0,9.0
20200602,23.0,12.0
20200603,46.0,24.0
20200604,50.0,26.0
20200605,46.0,24.0
20200606,51.0,31.0
20200607,52.0,30.0
20200608,43.0,24.0
20200609,47.0,24.0
20200610,43.0,24.0
20200611,29.0,19.0
20200612,44.0,23.0
20200613,48.0,27.0
20200614,35.0,23.0
20200615,25.0,13.0
20200616,51.0,37.0
20200617,44.0,32.0
20200618,32.0,21.0
20200619,24.0,15.0
20200620,37.0,24.0
20200621,34.0,23.0
20200622,38.0,23.0
20200623,42.0,26.0
20200624,27.0,18.0
20200625,11.0,7.0
20200626,20.0,13.0
20200627,25.0,17.0
20200628,29.0,20.0
20200629,35.0,24.0
20200630,8.0,3.0
20200701,19.0,11.0
20200702,42.0,30.0
20200703,30.0,20.0
20200704,20.0,13.0
20200705,25.0,20.0
20200706,25.0,18.0
20200707,18.0,10.0
20200708,31.0,19.0
20200709,33.0,24.0
20200710,14.0,8.0
20200711,7.0,2.0
20200712,13.0,7.0
20200713,8.0,5.0
20200714,5.0,1.0
20200715,9.0,3.0
20200716,29.0,18.0
20200717,37.0,24.0
20200718,40.0,29.0
20200719,20.0,14.0
20200720,18.0,10.0
20200721,27.0,20.0
20200722,24.0,17.0
20200723,14.0,9.0
20200724,4.0,1.0
20200725,4.0,1.0
20200726,9.0,4.0
20200727,11.0,4.0
20200728,11.0,3.0
20200729,10.0,4.0
20200730,19.0,12.0
20200731,26.0,18.0
20200801,17.0,9.0
20200802,12.0,5.0
20200803,16.0,9.0
20200804,36.0,26.0
20200805,34.0,24.0
20200806,16.0,8.0
20200807,28.0,19.0
20200808,14.0,6.0
20200809,10.0,4.0
20200810,12.0,5.0
20200811,9.0,5.0
20200812,22.0,12.0
20200813,27.0,14.0
20200814,34.0,21.0
20200815,34.0,26.0
20200816,23.0,15.0
20200817,25.0,18.0
20200818,36.0,26.0
20200819,44.0,32.0
20200820,39.0,28.0
20200821,27.0,19.0
20200822,15.0,7.0
20200823,13.0,7.0
20200824,25.0,16.0
20200825,32.0,23.0
20200826,23.0,16.0
20200827,21.0,12.0
20200828,23.0,15.0
20200829,16.0,9.0
20200830,16.0,10.0
20200831,9.0,2.0
20200901,16.0,6.0
20200902,12.0,4.0
20200903,13.0,5.0
20200904,23.0,11.0
20200905,28.0,17.0
20200906,19.0,13.0
20200907,5.0,1.0
20200908,23.0,11.0
20200909,26.0,18.0
20200910,26.0,16.0
20200911,24.0,14.0
20200912,8.0,4.0
20200913,6.0,2.0
20200914,22.0,12.0
20200915,33.0,22.0
20200916,23.0,16.0
20200917,20.0,7.0
20200918,21.0,6.0
20200919,19.0,7.0
20200920,17.0,8.0
20200921,21.0,9.0
20200922,11.0,4.0
20200923,8.0,1.0
20200924,8.0,1.0
20200925,11.0,3.0
20200926,12.0,3.0
20200927,12.0,4.0
20200928,20.0,10.0
20200929,27.0,16.0
20200930,24.0,15.0
20201001,15.0,9.0
20201002,22.0,14.0
20201003,34.0,20.0
20201004,26.0,14.0
20201005,21.0,7.0
20201006,20.0,9.0
20201007,18.0,8.0
20201008,11.0,4.0
20201009,14.0,5.0
20201010,15.0,8.0
20201011,19.0,10.0
20201012,32.0,17.0
20201013,26.0,10.0
20201014,30.0,12.0
20201015,30.0,11.0
20201016,33.0,15.0
20201017,26.0,15.0
20201018,25.0,14.0
20201019,45.0,27.0
20201020,46.0,27.0
20201021,35.0,21.0
20201022,51.0,25.0
20201023,24.0,8.0
20201024,24.0,10.0
20201025,26.0,14.0
20201026,46.0,27.0
20201027,70.0,50.0
20201028,52.0,33.0
20201029,35.0,14.0
20201030,36.0,17.0
20201031,25.0,12.0
20201101,36.0,22.0
20201102,40.0,17.0
20201103,21.0,6.0
20201104,27.0,10.0
20201105,34.0,18.0
20201106,39.0,26.0
20201107,77.0,42.0
20201108,53.0,16.0
20201109,25.0,10.0
20201110,26.0,13.0
20201111,36.0,21.0
20201112,53.0,38.0
20201113,71.0,53.0
20201114,59.0,43.0
20201115,64.0,50.0
20201116,59.0,43.0
20201117,56.0,40.0
20201118,35.0,26.0
20201119,17.0,10.0
20201120,21.0,15.0
20201121,23.0,17.0
20201122,23.0,18.0
20201123,24.0,16.0
20201124,27.0,18.0
20201125,36.0,25.0
20201126,50.0,37.0
20201127,38.0,28.0
20201128,20.0,13.0
20201129,22.0,15.0
20201130,24.0,17.0
20201230,32.0,14.0
20201207,46.0,36.0
20201223,62.0,51.0
20201220,24.0,16.0
20201211,92.0,74.0
20201210,56.0,44.0
20201202,30.0,20.0
20201221,35.0,27.0
20201216,19.0,12.0
20201204,30.0,20.0
20201226,50.0,31.0
20201219,22.0,12.0
20201212,51.0,34.0
20201205,33.0,24.0
20201215,16.0,10.0
20201209,36.0,24.0
20201208,23.0,15.0
20201206,41.0,33.0
20201201,29.0,19.0
20201231,24.0,12.0
20201225,25.0,15.0
20201222,45.0,37.0
20201203,24.0,15.0
20201227,61.0,43.0
20201217,28.0,18.0
20201228,59.0,43.0
20201224,57.0,37.0
20201218,31.0,23.0
20201214,19.0,11.0
20201213,35.0,26.0
20201229,58.0,42.0
20210121,40.0,29.0
20210122,27.0,22.0
20210123,6.0,5.0
20210124,12.0,9.0
20210125,19.0,14.0
20210126,29.0,22.0
20210127,37.0,19.0
20210128,31.0,16.0
20210129,22.0,10.0
20210130,43.0,22.0
20210131,47.0,27.0
20210107,29.0,12.0
20210104,34.0,23.0
20210101,25.0,16.0
20210118,32.0,19.0
20210117,19.0,14.0
20210115,69.0,35.0
20210109,24.0,16.0
20210103,35.0,15.0
20210113,88.0,46.0
20210114,74.0,30.0
20210120,36.0,23.0
20210105,23.0,15.0
20210112,55.0,50.0
20210119,29.0,16.0
20210106,23.0,14.0
20210116,49.0,37.0
20210108,17.0,11.0
20210102,29.0,12.0
20210111,38.0,31.0
20210110,31.0,23.0
20210201,61.0,39.0
20210202,31.0,18.0
20210203,28.0,19.0
20210204,24.0,16.0
20210205,25.0,16.0
20210206,55.0,40.0
20210207,77.0,55.0
20210208,26.0,17.0
20210209,22.0,15.0
20210210,32.0,23.0
20210211,60.0,48.0
20210212,69.0,57.0
20210213,79.0,66.0
20210214,84.0,74.0
20210215,52.0,39.0
20210216,22.0,13.0
20210217,38.0,10.0
20210218,37.0,14.0
20210219,41.0,24.0
20210220,61.0,37.0
20210221,63.0,40.0
20210222,51.0,28.0
20210223,45.0,15.0
20210224,48.0,23.0
20210225,56.0,33.0
20210226,33.0,20.0
20210227,15.0,10.0
20210228,23.0,15.0
20210301,14.0,10.0
20210302,8.0,5.0
20210303,32.0,20.0
20210304,41.0,28.0
20210305,33.0,21.0
20210306,23.0,15.0
20210307,20.0,14.0
20210308,37.0,25.0
20210309,48.0,31.0
20210310,90.0,66.0
20210311,120.0,90.0
20210312,70.0,50.0
20210313,52.0,34.0
20210314,76.0,58.0
20210315,81.0,61.0
20210316,83.0,15.0
20210317,91.0,17.0
20210318,98.0,42.0
20210319,59.0,22.0
20210320,27.0,13.0
20210321,42.0,32.0
20210322,36.0,17.0
20210323,75.0,30.0
20210324,59.0,28.0
20210325,59.0,30.0
20210326,92.0,57.0
20210327,56.0,30.0
20210328,17.0,12.0
20210329,265.0,46.0
20210330,125.0,26.0
20210331,39.0,17.0
20210401,41.0,12.0
20210402,46.0,13.0
20210403,29.0,11.0
20210404,10.0,5.0
20210405,19.0,10.0
20210406,39.0,22.0
20210407,51.0,32.0
20210408,32.0,16.0
20210409,31.0,16.0
20210410,32.0,19.0
20210411,47.0,26.0
20210412,34.0,18.0
20210413,14.0,7.0
20210414,26.0,14.0
20210415,44.0,24.0
20210416,72.0,17.0
20210417,73.0,14.0
20210418,29.0,13.0
20210419,45.0,21.0
20210420,66.0,34.0
20210421,75.0,37.0
20210422,75.0,41.0
20210423,42.0,21.0
20210424,22.0,12.0
20210425,23.0,11.0
20210426,26.0,13.0
20210427,30.0,15.0
20210428,57.0,22.0
20210429,61.0,19.0
20210430,33.0,16.0
20210501,24.0,13.0
20210502,14.0,6.0
20210503,29.0,16.0
20210504,27.0,16.0
20210505,41.0,11.0
20210506,67.0,17.0
20210507,342.0,63.0
20210508,465.0,80.0
20210509,53.0,11.0
20210510,20.0,9.0
20210511,18.0,8.0
20210512,23.0,11.0
20210513,40.0,22.0
20210514,58.0,34.0
20210515,46.0,34.0
20210516,6.0,3.0
20210517,9.0,4.0
20210518,26.0,12.0
20210519,34.0,18.0
20210520,24.0,12.0
20210521,13.0,7.0
20210522,25.0,15.0
20210523,32.0,22.0
20210524,120.0,29.0
20210525,103.0,26.0
20210526,44.0,15.0
20210527,40.0,17.0
20210528,36.0,19.0
20210529,21.0,11.0
20210530,24.0,13.0
20210531,33.0,17.0
20210601,40.0,23.0
20210602,48.0,28.0
20210603,34.0,19.0
20210604,26.0,12.0
20210605,42.0,22.0
20210606,59.0,34.0
20210607,37.0,17.0
20210608,35.0,20.0
20210609,40.0,23.0
20210610,49.0,32.0
20210611,21.0,14.0
20210612,18.0,10.0
20210613,30.0,18.0
20210614,37.0,22.0
20210615,25.0,14.0
20210616,11.0,4.0
20210617,16.0,8.0
20210618,18.0,10.0
20210619,39.0,22.0
20210620,49.0,28.0
20210621,40.0,21.0
20210622,19.0,10.0
20210623,16.0,9.0
20210624,29.0,16.0
20210625,38.0,23.0
20210626,20.0,13.0
20210627,20.0,13.0
20210628,23.0,14.0
20210629,30.0,19.0
20210630,34.0,23.0
20210701,30.0,21.0
20210702,23.0,15.0
20210703,12.0,7.0
20210704,8.0,4.0
20210705,18.0,9.0
20210706,39.0,24.0
20210707,28.0,18.0
20210708,23.0,14.0
20210709,16.0,9.0
20210710,24.0,16.0
20210711,31.0,20.0
20210712,27.0,17.0
20210713,33.0,20.0
20210714,24.0,13.0
20210715,21.0,12.0
20210716,17.0,9.0
20210717,14.0,8.0
20210718,11.0,7.0
20210719,13.0,7.0
20210720,17.0,9.0
20210721,19.0,11.0
20210722,21.0,13.0
20210723,27.0,16.0
20210724,23.0,15.0
20210725,22.0,14.0
20210726,21.0,13.0
20210727,26.0,16.0
20210728,33.0,23.0
20210729,47.0,32.0
20210730,31.0,20.0
20210731,22.0,15.0
20210801,27.0,18.0
20210802,13.0,7.0
20210803,19.0,10.0
20210804,25.0,14.0
20210805,25.0,17.0
20210806,18.0,11.0
20210807,17.0,10.0
20210808,16.0,10.0
20210809,10.0,6.0
20210810,18.0,11.0
20210811,32.0,23.0
20210812,36.0,27.0
20210813,26.0,17.0
20210814,14.0,8.0
20210815,12.0,6.0
20210816,19.0,12.0
20210817,15.0,8.0
20210818,11.0,6.0
20210819,14.0,8.0
20210820,19.0,12.0
20210821,14.0,8.0
20210822,24.0,16.0
20210823,26.0,17.0
20210824,12.0,5.0
20210825,18.0,9.0
20210826,39.0,23.0
20210827,33.0,19.0
20210828,34.0,19.0
20210829,31.0,21.0
20210830,39.0,27.0
20210831,30.0,20.0
20210901,7.0,1.0
20210902,13.0,5.0
20210903,16.0,6.0
20210904,9.0,3.0
20210905,10.0,4.0
20210906,16.0,7.0
20210907,9.0,4.0
20210908,10.0,4.0
20210909,25.0,14.0
20210910,29.0,17.0
20210911,32.0,21.0
20210912,24.0,15.0
20210913,24.0,13.0
20210914,20.0,10.0
20210915,14.0,5.0
20210916,12.0,4.0
20210917,11.0,4.0
20210918,10.0,4.0
20210919,11.0,5.0
20210920,11.0,5.0
20210921,17.0,10.0
20210922,13.0,6.0
20210923,15.0,7.0
20210924,17.0,8.0
20210925,8.0,2.0
20210926,7.0,2.0
20210927,10.0,3.0
20210928,12.0,5.0
20210929,13.0,7.0
20210930,20.0,9.0
20211001,33.0,18.0
20211002,27.0,13.0
20211003,37.0,23.0
20211004,40.0,18.0
20211005,40.0,14.0
20211006,6.0,1.0
20211007,15.0,7.0
20211008,18.0,8.0
20211009,9.0,3.0
20211010,21.0,11.0
20211011,26.0,8.0
20211012,12.0,2.0
20211013,13.0,4.0
20211014,20.0,9.0
20211015,21.0,12.0
20211016,29.0,9.0
20211017,20.0,5.0
20211018,23.0,10.0
20211019,26.0,16.0
20211020,27.0,16.0
20211021,30.0,19.0
20211022,33.0,21.0
20211023,34.0,21.0
20211024,30.0,20.0
20211025,28.0,17.0
20211026,41.0,27.0
20211027,44.0,28.0
20211028,27.0,12.0
20211029,22.0,7.0
20211030,22.0,11.0
20211031,29.0,18.0
20211101,33.0,21.0
20211102,40.0,26.0
20211103,44.0,27.0
20211104,57.0,39.0
20211105,58.0,37.0
20211106,48.0,29.0
20211107,31.0,18.0
20211108,12.0,4.0
20211109,10.0,5.0
20211110,15.0,7.0
20211111,18.0,7.0
20211112,18.0,7.0
20211113,26.0,11.0
20211114,49.0,26.0
20211115,57.0,29.0
20211116,51.0,23.0
20211117,40.0,21.0
20211118,54.0,28.0
20211119,96.0,64.0
20211120,123.0,88.0
20211121,117.0,91.0
20211122,42.0,15.0
20211123,28.0,10.0
20211124,29.0,13.0
20211125,44.0,20.0
20211126,25.0,13.0
20211127,36.0,22.0
20211128,44.0,32.0
20211129,48.0,36.0
20211130,24.0,16.0
20211201,18.0,10.0
20211202,24.0,14.0
20211203,20.0,9.0
20211204,27.0,17.0
20211205,33.0,23.0
20211206,40.0,25.0
20211207,44.0,30.0
20211208,27.0,16.0
20211209,28.0,17.0
20211210,28.0,17.0
20211211,63.0,45.0
20211212,41.0,27.0
20211213,22.0,11.0
20211214,32.0,20.0
20211215,73.0,54.0
20211216,83.0,59.0
20211217,38.0,19.0
20211218,24.0,12.0
20211219,32.0,15.0
20211220,51.0,28.0
20211221,61.0,37.0
20211222,34.0,19.0
20211223,46.0,29.0
20211224,44.0,33.0
20211225,22.0,13.0
20211226,14.0,9.0
20211227,27.0,17.0
20211228,42.0,34.0
20211229,54.0,44.0
20211230,26.0,15.0
20211231,21.0,6.0
20220101,26.0,14.0
20220102,32.0,23.0
20220103,24.0,16.0
20220104,33.0,20.0
20220105,44.0,30.0
20220106,48.0,33.0
20220107,51.0,37.0
20220108,59.0,46.0
20220109,108.0,92.0
20220110,79.0,68.0
20220111,28.0,18.0
20220112,25.0,16.0
20220113,28.0,12.0
20220114,30.0,16.0
20220115,40.0,26.0
20220116,40.0,27.0
20220117,25.0,15.0
20220118,35.0,21.0
20220119,42.0,31.0
20220120,36.0,28.0
20220121,32.0,24.0
20220122,42.0,34.0
20220123,60.0,52.0
20220124,16.0,10.0
20220125,26.0,18.0
20220126,54.0,42.0
20220127,58.0,43.0
20220128,30.0,17.0
20220129,27.0,15.0
20220130,32.0,19.0
20220131,31.0,21.0
20220201,42.0,34.0
20220202,28.0,21.0
20220203,20.0,13.0
20220204,20.0,12.0
20220205,25.0,10.0
20220206,21.0,11.0
20220207,25.0,15.0
20220208,29.0,20.0
20220209,32.0,22.0
20220210,45.0,34.0
20220211,74.0,63.0
20220212,81.0,69.0
20220213,50.0,39.0
20220214,40.0,32.0
20220215,33.0,24.0
20220216,26.0,18.0
20220217,28.0,19.0
20220218,39.0,28.0
20220219,36.0,25.0
20220220,27.0,13.0
20220221,25.0,14.0
20220222,27.0,14.0
20220223,24.0,11.0
20220224,29.0,17.0
20220225,66.0,51.0
20220226,63.0,46.0
20220227,43.0,22.0
20220228,38.0,16.0
20220301,38.0,25.0
20220302,28.0,15.0
20220303,47.0,25.0
20220304,79.0,35.0
20220305,82.0,15.0
20220306,40.0,8.0
20220307,36.0,16.0
20220308,51.0,25.0
20220309,68.0,44.0
20220310,66.0,44.0
20220311,64.0,37.0
20220312,61.0,36.0
20220313,15.0,10.0
20220314,15.0,9.0
20220315,40.0,30.0
20220316,66.0,41.0
20220317,42.0,20.0
20220318,5.0,2.0
20220319,4.0,2.0
20220320,20.0,13.0
20220321,26.0,15.0
20220322,32.0,22.0
20220323,34.0,20.0
20220324,46.0,30.0
20220325,66.0,47.0
20220326,11.0,5.0
20220327,30.0,11.0
20220328,26.0,11.0
20220329,37.0,16.0
20220330,37.0,16.0
20220331,21.0,10.0
20220401,14.0,7.0
20220402,29.0,17.0
20220403,43.0,29.0
20220404,57.0,41.0
20220405,47.0,30.0
20220406,48.0,23.0
20220407,33.0,9.0
20220408,45.0,20.0
20220409,55.0,26.0
20220410,46.0,24.0
20220411,36.0,18.0
20220412,29.0,17.0
20220413,12.0,7.0
20220414,11.0,4.0
20220415,19.0,8.0
20220416,34.0,17.0
20220417,51.0,30.0
20220418,55.0,34.0
20220419,63.0,40.0
20220420,65.0,45.0
20220421,51.0,30.0
20220422,53.0,25.0
20220423,54.0,33.0
20220424,49.0,29.0
20220425,44.0,30.0
20220426,42.0,18.0
20220427,133.0,13.0
20220428,73.0,14.0
20220429,8.0,2.0
20220430,16.0,8.0
20220501,39.0,15.0
20220502,42.0,19.0
20220503,35.0,20.0
20220504,38.0,19.0
20220505,34.0,18.0
20220506,36.0,19.0
20220507,27.0,11.0
20220508,16.0,6.0
20220509,14.0,6.0
20220510,22.0,11.0
20220511,28.0,14.0
20220512,30.0,14.0
20220513,26.0,12.0
20220514,29.0,10.0
20220515,21.0,9.0
20220516,30.0,13.0
20220517,48.0,26.0
20220518,56.0,33.0
20220519,41.0,21.0
20220520,36.0,22.0
20220521,32.0,20.0
20220522,40.0,24.0
20220523,61.0,37.0
20220524,31.0,17.0
20220525,25.0,11.0
20220526,22.0,7.0
20220527,24.0,10.0
20220528,30.0,17.0
20220529,29.0,20.0
20220530,28.0,18.0
20220531,23.0,8.0
20220601,23.0,9.0
20220602,29.0,16.0
20220603,38.0,23.0
20220604,31.0,18.0
20220605,24.0,15.0
20220606,6.0,2.0
20220607,5.0,2.0
20220608,14.0,8.0
20220609,24.0,13.0
20220610,24.0,15.0
20220611,22.0,10.0
20220612,21.0,13.0
20220613,22.0,13.0
20220614,12.0,4.0
20220615,10.0,5.0
20220616,15.0,8.0
20220617,33.0,20.0
20220618,23.0,12.0
20220619,26.0,15.0
20220620,32.0,19.0
20220621,32.0,19.0
20220622,27.0,15.0
20220623,41.0,25.0
20220624,21.0,14.0
20220625,46.0,33.0
20220626,23.0,13.0
20220627,13.0,5.0
20220628,17.0,6.0
20220629,15.0,7.0
20220630,5.0,2.0
